year,offense_name,total_population,total_male,total_female,m_0_9,m_10_12,m_13_14,m_15,m_16,m_17,f_0_9,f_10_12,f_13_14,f_15,f_16,f_17,race_population,white,black,asian_pacific_islander,american_indian
2000,Disorderly Conduct,204743363,88399,34317,1045,8793,21830,16594,18478,21659,225,3204,11101,7589,6541,5657,204368087,78018,42145,987,1041
2000,Drug Abuse Violations,204743363,134454,22348,225,2113,17453,22957,37051,54655,36,594,4308,4189,5650,7571,204368087,106165,47472,1525,1132
2000,Drunkenness,204743363,12688,3105,86,102,1102,1733,2998,6667,15,40,640,571,745,1094,204368087,14140,1160,110,292
2000,Drive Under the Influence,204743363,11673,2431,103,25,166,488,2876,8015,20,9,86,159,636,1521,204368087,12888,667,131,228
2000,Embezzlement,204743363,767,697,,13,48,38,251,417,2,6,19,31,223,416,204368087,877,540,41,3
2000,Offenses Against the Family and Children,204743363,3764,2244,133,342,882,736,780,891,109,190,623,431,466,425,204368087,4607,1192,113,51
2000,Forgery and Counterfeiting,204743363,3218,1540,16,53,321,452,815,1561,7,40,170,217,438,668,204368087,3541,1053,107,26
2000,Fraud,204743363,10724,4088,30,478,2401,2613,2061,3141,18,216,1029,1090,648,1087,204368087,7758,6454,488,79
2000,Gambling,204743363,1268,59,,14,178,211,406,459,2,3,12,7,11,24,204368087,226,1071,25,3
2000,Murder and Nonnegligent Homicide,204743363,911,116,3,20,81,140,232,435,1,4,13,17,26,55,204368087,444,541,28,9
2000,Liquor Laws,204743363,76048,33982,85,452,5365,9972,22102,38072,35,417,4472,6186,9445,13427,204368087,99653,6243,787,2890
2000,Larceny,204743363,167308,98859,3795,20142,43563,30136,33588,36084,1155,9702,27735,19499,20741,20027,204368087,182603,72759,5682,3988
2000,Manslaughter by Negligence,204743363,84,16,1,2,10,13,23,35,,1,3,2,5,5,204368087,70,27,3,
2000,Motor Vehicle Theft,204743363,30668,6034,78,905,6427,7335,7938,7985,6,204,1737,1457,1383,1247,204368087,20023,15341,738,487
2000,All Other Offenses,204743363,223438,74949,2970,13078,41658,40095,55278,70359,805,4326,19301,16281,17218,17018,204368087,217785,71469,4322,3170
2000,Prostitution and Commercialized Vice,204743363,502,652,2,10,43,73,119,255,3,4,82,96,137,330,204368087,606,514,17,16
2000,Robbery,204743363,21975,2229,138,1174,4600,4376,5124,6563,5,95,578,471,508,572,204368087,9204,14346,460,153
2000,Rape,204743363,3358,39,44,318,919,605,663,809,,10,13,4,4,8,204368087,2045,1287,22,31
2000,Runaway,204743363,41275,58696,750,3233,11334,10178,10452,5328,426,3212,19400,15552,13779,6327,204368087,76460,17505,4131,1484
2000,Sex Offenses,204743363,11981,883,404,1873,4002,1986,1798,1918,42,166,266,163,140,106,204368087,8753,3758,170,98
2000,Stolen Property,204743363,17099,3149,108,923,3551,3252,4159,5106,27,235,761,599,710,817,204368087,11686,7976,335,185
2000,Suspicion,204743363,629,184,8,36,103,103,150,229,1,8,38,40,40,57,204368087,592,201,15,3
2000,Vagrancy,204743363,2442,597,12,76,428,439,648,839,4,29,130,133,143,158,204368087,2000,1004,19,13
2000,Vandalism,204743363,72083,10280,2820,9586,19029,12669,14140,13839,298,1330,3093,1860,1908,1791,204368087,66211,13918,1005,953
2000,Weapons,204743363,25489,3039,390,2022,5702,4780,5703,6892,37,321,1009,623,549,500,204368087,18237,9506,457,229
1999,Arson,195331899,5570,742,732,1232,1750,800,540,516,61,163,263,122,74,59,194826198,4972,1180,63,63
1999,Aggravated Assault,195331899,39455,11460,815,3842,9121,6767,8782,10128,104,948,3259,2308,2350,2491,194826198,30416,19126,783,514
1999,Simple Assault,195331899,116617,51372,3140,15031,31703,19931,23076,23736,552,5255,16303,10207,9998,9057,194826198,106796,56841,2169,1936
1999,Burglary,195331899,62469,7902,1398,6070,15959,11758,13214,14070,202,886,2327,1467,1528,1492,194826198,50242,18021,1169,823
1999,Curfew and Loitering Law Violations,195331899,82565,36189,646,3624,17062,17681,23483,20069,190,1633,9399,8539,9599,6829,194826198,86126,29599,1472,1361
1999,Disorderly Conduct,195331899,90041,34486,1129,8228,22318,16519,19904,21943,262,3067,11012,7477,6802,5866,194826198,81033,41027,1002,1339
1999,Drug Abuse Violations,195331899,129454,21032,302,2001,16168,21876,36936,52171,49,550,3848,3820,5538,7227,194826198,99433,48190,1433,1201
1999,Drunkenness,195331899,11932,2912,82,101,1148,1728,2864,6009,15,59,578,615,718,927,194826198,13393,1154,100,166
1999,Drive Under the Influence,195331899,12207,2509,89,52,181,536,3037,8312,17,16,66,163,724,1523,194826198,13349,764,163,272
1999,Embezzlement,195331899,655,598,3,6,35,44,218,349,1,2,25,26,196,348,194826198,765,454,28,4
1999,Offenses Against the Family and Children,195331899,3880,2305,167,318,742,693,929,1031,115,175,585,491,484,455,194826198,4337,1153,143,44
1999,Forgery and Counterfeiting,195331899,3215,1760,17,61,322,423,889,1503,9,34,178,302,504,733,194826198,3806,1030,88,38
1999,Fraud,195331899,12404,4182,112,640,2808,2806,2460,3578,55,221,995,991,737,1183,194826198,8372,7619,512,64
1999,Gambling,195331899,1198,48,3,16,105,198,327,549,,1,5,13,11,18,194826198,267,957,21,1
1999,Murder and Nonnegligent Homicide,195331899,1045,86,3,12,111,140,284,495,1,3,13,13,26,30,194826198,488,599,26,17
1999,Liquor Laws,195331899,78426,34283,138,555,5711,10288,23756,37978,52,405,4515,6225,10013,13073,194826198,101424,6698,991,3124
1999,Larceny,195331899,176218,97380,3984,20917,46606,31650,36088,36973,1236,10015,27577,18430,20364,19758,194826198,188272,74358,6163,4188
1999,Manslaughter by Negligence,195331899,83,8,1,,6,13,22,41,1,,,2,3,2,194826198,64,23,1,3
1999,Motor Vehicle Theft,195331899,31100,6007,104,954,6388,6972,8249,8433,9,215,1740,1477,1418,1148,194826198,20584,15070,915,478
1999,All Other Offenses,195331899,231474,75147,3371,13331,43488,41273,59151,70860,784,4124,19409,16144,17710,16976,194826198,222262,75045,5137,3177
1999,Prostitution and Commercialized Vice,195331899,500,594,13,9,45,50,129,254,5,7,64,85,145,288,194826198,576,485,22,11
1999,Robbery,195331899,23639,2486,146,1304,4915,4725,5873,6676,7,133,683,572,559,532,194826198,10016,15478,446,159
1999,Rape,195331899,3478,66,47,397,886,636,732,780,,13,17,16,9,11,194826198,2167,1284,47,38
1999,Runaway,195331899,42215,61201,761,3323,11778,10454,10555,5344,526,3394,20662,16000,14460,6159,194826198,79884,18435,3753,1202
1999,Sex Offenses,195331899,11170,859,424,1740,3517,1909,1754,1826,49,139,268,150,134,119,194826198,8403,3392,116,90
1999,Stolen Property,195331899,17501,2627,110,805,3616,3250,4306,5414,25,146,637,536,598,685,194826198,11784,7693,387,214
1999,Suspicion,195331899,895,253,11,58,176,145,200,305,2,19,64,49,51,68,194826198,827,307,11,1
1999,Vagrancy,195331899,2216,446,18,55,250,339,697,857,3,15,81,87,118,142,194826198,1739,877,20,26
1999,Vandalism,195331899,73631,10050,3128,9469,19580,12571,14617,14266,336,1383,3084,1655,1812,1780,194826198,67355,13977,1077,1105
1999,Weapons,195331899,28254,3053,476,2053,6345,5046,6578,7756,36,317,935,610,583,572,194826198,20279,10162,529,288
1998,Arson,194637946,5712,699,663,1352,1798,785,609,505,48,151,242,115,82,61,193511075,5037,1175,69,78
1998,Aggravated Assault,194637946,42462,12173,830,3745,9081,7341,9828,11637,116,925,3304,2424,2692,2712,193511075,32277,20787,849,533
1998,Simple Assault,194637946,120971,53633,3238,14595,31141,21087,24681,26229,647,5185,16449,10833,10895,9624,193511075,111495,58386,2297,1844
1998,Burglary,194637946,75128,9451,1778,7006,18911,14430,15875,17128,254,1079,2715,1849,1827,1727,193511075,61323,20599,1348,984
1998,Curfew and Loitering Law Violations,194637946,96720,42468,654,4541,19709,20982,27580,23254,215,1942,10612,10270,11223,8206,193511075,99471,36559,1563,1408
1998,Disorderly Conduct,194637946,100255,38081,1172,8535,23150,18876,23037,25485,233,3174,11609,8383,7768,6914,193511075,90481,44974,1222,1077
1998,Drug Abuse Violations,194637946,139305,21450,283,2074,17142,24036,39868,55902,78,538,3892,4033,5737,7172,193511075,102635,54706,1495,1224
1998,Drunkenness,194637946,14382,3263,73,132,1334,2129,3395,7319,9,54,613,696,772,1119,193511075,15716,1294,107,495
1998,Drive Under the Influence,194637946,12172,2569,95,33,175,519,3114,8236,19,5,83,170,755,1537,193511075,13300,833,160,294
1998,Embezzlement,194637946,659,488,1,7,37,50,217,347,2,1,11,22,152,300,193511075,702,413,19,10
1998,Offenses Against the Family and Children,194637946,4353,2590,198,386,938,818,965,1048,116,200,706,560,545,463,193511075,5434,1283,113,50
1998,Forgery and Counterfeiting,194637946,3398,1804,21,79,331,464,913,1590,10,46,171,257,468,852,193511075,3957,1080,97,46
1998,Fraud,194637946,12469,4346,71,528,2522,2921,2579,3848,28,199,999,953,812,1355,193511075,8764,7401,526,54
1998,Gambling,194637946,1390,41,7,15,166,243,396,563,2,2,6,8,8,15,193511075,249,1166,16,
1998,Murder and Nonnegligent Homicide,194637946,1469,118,5,11,114,236,397,706,1,,16,25,41,35,193511075,718,790,40,38
1998,Liquor Laws,194637946,84104,34915,162,549,5869,11334,25798,40392,53,426,4440,6489,10220,13287,193511075,105876,8098,1098,3020
1998,Larceny,194637946,203724,108235,4677,24432,54577,36897,41447,41694,1422,11362,31137,21073,22029,21212,193511075,215794,82665,6825,4484
1998,Manslaughter by Negligence,194637946,116,21,1,6,11,13,31,54,,,2,2,9,8,193511075,93,35,2,7
1998,Motor Vehicle Theft,194637946,32968,6738,142,1018,6716,7393,8848,8851,17,260,1956,1698,1565,1242,193511075,24012,14170,816,538
1998,All Other Offenses,194637946,256266,81289,3276,13633,46713,46358,65302,80984,785,4363,20359,18042,19352,18388,193511075,239390,85350,5551,2950
1998,Prostitution and Commercialized Vice,194637946,548,633,2,12,58,62,145,269,11,9,55,95,151,312,193511075,618,535,17,11
1998,Robbery,194637946,27122,2864,154,1262,5267,5533,7002,7904,17,151,746,625,658,667,193511075,11856,17420,507,158
1998,Rape,194637946,3917,73,90,391,949,675,782,1030,3,18,23,7,13,9,193511075,2274,1562,34,42
1998,Runaway,194637946,49460,69042,1035,4053,13966,12340,12058,6008,593,4056,23746,18651,15689,6307,193511075,92310,20915,3965,1241
1998,Sex Offenses,194637946,11144,852,438,1696,3501,1831,1792,1886,55,143,254,142,128,130,193511075,8259,3509,125,85
1998,Stolen Property,194637946,21887,3229,145,1055,4352,4179,5402,6754,20,153,776,702,748,830,193511075,14941,9450,405,243
1998,Suspicion,194637946,739,228,10,34,132,146,181,236,7,13,51,31,60,66,193511075,746,189,9,8
1998,Vagrancy,194637946,2457,481,17,60,422,465,639,854,9,27,109,97,108,131,193511075,1876,1008,30,24
1998,Vandalism,194637946,82334,11197,3702,10806,21508,14627,16209,15482,355,1380,3361,1997,2147,1957,193511075,74465,16457,1121,997
1998,Weapons,194637946,30898,3223,501,2279,6671,5556,7207,8684,41,301,966,684,645,586,193511075,21924,11308,494,254
1997,Arson,194904041,6412,816,850,1485,1968,850,706,553,64,164,285,104,131,68,194323064,5654,1412,100,49
1997,Aggravated Assault,194904041,45720,12118,846,3882,9752,7837,10899,12504,99,877,3362,2499,2712,2569,194323064,33454,22776,961,561
1997,Simple Assault,194904041,125203,51133,3154,15058,32685,21942,25770,26594,595,4958,16141,10355,10037,9047,194323064,109730,61751,2435,2105
1997,Burglary,194904041,84366,9748,1978,8040,21256,16490,18195,18407,303,1064,2837,1899,1878,1767,194323064,68158,23030,1599,1183
1997,Curfew and Loitering Law Violations,194904041,109537,46913,788,5349,22872,24445,31851,24232,222,2115,12400,11412,12312,8452,194323064,107866,44043,2307,2095
1997,Disorderly Conduct,194904041,121757,41970,1497,10046,28215,23397,27789,30813,294,3342,12910,9347,8636,7441,194323064,104382,56076,1594,1567
1997,Drug Abuse Violations,194904041,145850,22091,331,2336,19213,25457,41656,56857,45,690,4352,4205,5601,7198,194323064,106455,58476,1557,1198
1997,Drunkenness,194904041,14041,2795,95,120,1268,2039,3189,7330,12,60,559,543,598,1023,194323064,14925,1478,106,289
1997,Drive Under the Influence,194904041,10819,2190,71,15,142,446,2762,7383,13,9,52,129,623,1364,194323064,11791,738,137,237
1997,Embezzlement,194904041,534,432,4,7,23,42,160,298,,5,9,27,115,276,194323064,601,338,18,6
1997,Offenses Against the Family and Children,194904041,4453,2683,159,337,986,816,1055,1100,91,209,773,574,512,524,194323064,5430,1451,163,55
1997,Forgery and Counterfeiting,194904041,3849,2443,25,76,363,486,1110,1789,12,34,242,376,738,1041,194323064,4802,1309,124,53
1997,Fraud,194904041,13214,4391,68,539,2800,2882,2888,4037,48,168,922,891,857,1505,194323064,9592,7424,485,91
1997,Gambling,194904041,2066,75,1,29,226,356,598,856,,1,11,13,17,33,194323064,311,1804,23,3
1997,Murder and Nonnegligent Homicide,194904041,1771,115,4,18,126,267,530,826,,1,26,19,31,38,194323064,762,1073,43,8
1997,Liquor Laws,194904041,81908,34922,144,652,6364,11195,24654,38899,55,485,4873,6513,9928,13068,194323064,104267,7491,1192,3666
1997,Larceny,194904041,240865,125132,5501,29562,65518,44058,48579,47647,1633,14110,36490,23943,25281,23675,194323064,254790,96314,8720,5415
1997,Manslaughter by Negligence,194904041,143,27,4,10,16,24,28,61,,,8,5,6,8,194323064,119,47,1,2
1997,Motor Vehicle Theft,194904041,42098,7983,128,1327,8832,9527,11452,10832,20,303,2277,2061,1867,1455,194323064,28933,19111,1130,834
1997,All Other Offenses,194904041,266149,83251,3701,14342,50532,49669,67003,80902,916,4457,21594,18813,19669,17802,194323064,251804,86066,6929,3647
1997,Prostitution and Commercialized Vice,194904041,517,608,12,11,48,68,121,257,1,6,78,94,149,280,194323064,641,461,11,12
1997,Robbery,194904041,32971,3447,188,1566,6688,6768,8440,9321,17,190,973,753,771,743,194323064,14129,21361,677,216
1997,Rape,194904041,4049,78,74,395,1038,708,840,994,4,7,26,19,16,6,194323064,2261,1796,34,33
1997,Runaway,194904041,60481,83929,1006,5000,17658,14993,14523,7301,502,4968,29478,23152,18709,7120,194323064,111553,25699,4972,1662
1997,Sex Offenses,194904041,12833,1177,548,1895,4083,2132,2091,2084,62,176,385,216,176,162,194323064,9654,4082,136,120
1997,Stolen Property,194904041,24988,3707,166,1232,5056,4870,6350,7314,18,191,928,776,870,924,194323064,17100,10682,499,345
1997,Suspicion,194904041,872,262,9,48,145,153,204,313,4,5,45,51,77,80,194323064,686,439,7,2
1997,Vagrancy,194904041,2457,427,23,85,430,495,660,764,3,14,108,114,83,105,194323064,1850,996,21,17
1997,Vandalism,194904041,88772,11717,4047,12347,23469,15421,17395,16093,414,1457,3558,2077,2145,2066,194323064,79578,18166,1359,1225
1997,Weapons,194904041,35665,3692,510,2430,7608,6551,8543,10023,49,340,1109,778,741,675,194323064,24782,13539,651,354
1996,Arson,195867829,6648,837,874,1470,2102,874,735,593,77,208,287,122,75,68,195243072,5972,1337,82,81
1996,Aggravated Assault,195867829,46550,11809,906,3611,9860,8452,11094,12627,112,833,3218,2469,2623,2554,195243072,33734,23074,863,598
1996,Simple Assault,195867829,127368,48758,3316,14613,33260,23014,25857,27308,542,4519,15629,10021,9720,8327,195243072,109808,61447,2683,1989
1996,Burglary,195867829,90753,10216,2207,8260,23068,18188,19564,19466,312,1136,2988,2055,1973,1752,195243072,74569,23321,1622,1327
1996,Curfew and Loitering Law Violations,195867829,101045,41954,766,4183,21298,23051,29141,22606,176,1766,11272,10391,11194,7155,195243072,103646,34986,2493,1662
1996,Disorderly Conduct,195867829,123594,39267,1576,9182,28720,23954,29057,31105,287,2992,12021,8570,8261,7136,195243072,103058,56816,1412,1437
1996,Drug Abuse Violations,195867829,141842,20856,235,2364,19312,25728,40134,54069,56,628,4504,4000,5375,6293,195243072,101299,58582,1476,1108
1996,Drunkenness,195867829,14215,2993,82,156,1443,2158,3606,6770,15,60,659,636,736,887,195243072,15168,1560,110,366
1996,Drive Under the Influence,195867829,11161,2125,98,28,130,441,2973,7491,20,6,61,126,622,1290,195243072,12024,743,150,260
1996,Embezzlement,195867829,543,431,2,8,36,39,180,278,3,3,17,19,153,236,195243072,611,348,12,2
1996,Offenses Against the Family and Children,195867829,4011,2389,123,290,801,793,932,1072,80,127,669,519,549,445,195243072,4779,1358,151,56
1996,Forgery and Counterfeiting,195867829,4124,2357,16,75,365,597,1133,1938,8,49,275,341,700,984,195243072,5044,1271,89,64
1996,Fraud,195867829,13537,4648,66,552,3109,3701,2483,3626,26,203,1195,1007,845,1372,195243072,9749,7798,553,80
1996,Gambling,195867829,2213,68,5,35,247,408,668,850,,1,11,15,16,25,195243072,334,1934,12,1
1996,Murder and Nonnegligent Homicide,195867829,2042,143,7,14,197,332,620,872,1,2,28,31,39,42,195243072,858,1252,61,14
1996,Liquor Laws,195867829,80732,33949,133,557,6410,11580,23834,38218,60,455,4906,6465,9939,12124,195243072,103877,6372,983,3078
1996,Larceny,195867829,253770,127797,6118,30466,69142,47265,51485,49294,1820,13814,38340,24784,25760,23279,195243072,269525,96409,9076,5745
1996,Manslaughter by Negligence,195867829,104,14,2,5,12,16,15,54,,1,1,5,5,2,195243072,78,34,5,1
1996,Motor Vehicle Theft,195867829,47463,8396,187,1420,10191,11427,12574,11664,12,301,2541,2213,1935,1394,195243072,32228,21307,1452,826
1996,All Other Offenses,195867829,261801,78906,3870,14318,51173,50003,64925,77512,1123,4163,21271,17898,18328,16123,195243072,242725,87469,6388,3527
1996,Prostitution and Commercialized Vice,195867829,530,583,8,13,49,62,128,270,3,3,65,93,137,282,195243072,653,418,17,25
1996,Robbery,195867829,35983,3832,239,1692,7433,7368,9267,9984,19,233,1107,874,814,785,195243072,15686,23080,836,193
1996,Rape,195867829,4169,64,61,343,1022,757,900,1086,,11,20,11,13,9,195243072,2349,1807,34,39
1996,Runaway,195867829,62369,83357,958,4906,18765,16261,15128,6351,478,4835,30155,22853,18399,6637,195243072,113896,24387,5676,1680
1996,Sex Offenses,195867829,12359,1029,551,1728,3842,2143,1968,2127,71,185,318,179,139,137,195243072,9401,3724,132,115
1996,Stolen Property,195867829,27665,4127,174,1312,5720,5666,6930,7863,20,214,1096,899,923,975,195243072,19309,11551,549,322
1996,Suspicion,195867829,1246,363,17,66,254,268,295,346,1,16,82,72,98,94,195243072,1224,368,9,8
1996,Vagrancy,195867829,2570,472,12,77,429,494,648,910,3,17,125,110,115,102,195243072,1924,1074,18,21
1996,Vandalism,195867829,95379,11753,4521,12710,25497,17105,18746,16800,382,1452,3601,2173,2235,1910,195243072,85554,18599,1553,1305
1996,Weapons,195867829,36799,3379,580,2333,7728,7038,8960,10160,38,297,998,766,698,582,195243072,25429,13730,635,359
1995,Arson,206783051,7299,1017,928,1688,2267,1025,768,623,75,193,395,145,118,91,206316831,6519,1603,96,90
1995,Aggravated Assault,206783051,55027,13584,865,4226,11934,10245,13077,14680,110,981,3864,2943,2992,2694,206316831,37633,29348,910,661
1995,Simple Assault,206783051,129015,48994,3188,14450,33903,23987,26096,27391,589,4713,15918,10203,9471,8100,206316831,107342,65893,2577,1922
1995,Burglary,206783051,96970,10462,2259,9264,25622,19385,20536,19904,300,1231,3255,2015,1858,1803,206316831,77789,26633,1564,1287
1995,Curfew and Loitering Law Violations,206783051,82539,34761,430,3379,18225,19238,23365,17902,125,1631,9893,8446,8763,5903,206316831,88752,24873,1904,1531
1995,Disorderly Conduct,206783051,115496,35336,1535,8353,27060,23028,26495,29025,359,2767,11038,7776,7221,6175,206316831,93418,54872,1097,1327
1995,Drug Abuse Violations,206783051,142450,19728,264,2177,19466,26651,40795,53097,47,619,4259,4075,4903,5825,206316831,97634,62053,1355,960
1995,Drunkenness,206783051,13064,2472,93,158,1392,2002,2966,6453,22,61,542,527,573,747,206316831,13575,1549,89,316
1995,Drive Under the Influence,206783051,9279,1697,91,15,122,402,2413,6236,10,6,42,104,447,1088,206316831,9894,667,101,214
1995,Embezzlement,206783051,565,405,6,18,52,34,151,304,4,1,20,18,127,235,206316831,619,322,19,10
1995,Offenses Against the Family and Children,206783051,3346,2004,74,194,662,718,810,888,46,108,555,461,443,391,206316831,3722,1411,125,46
1995,Forgery and Counterfeiting,206783051,4441,2402,13,97,382,622,1248,2079,11,47,287,361,690,1006,206316831,5390,1268,108,68
1995,Fraud,206783051,13746,4954,66,523,2880,3547,2843,3887,21,191,1121,1083,975,1563,206316831,10385,7702,495,107
1995,Gambling,206783051,2104,66,7,38,276,398,608,777,7,1,12,9,20,17,206316831,301,1845,21,3
1995,Murder and Nonnegligent Homicide,206783051,2636,164,5,24,257,478,787,1085,,6,30,28,57,43,206316831,1078,1647,48,24
1995,Liquor Laws,206783051,66549,26879,100,432,4896,9257,19692,32172,52,345,3956,5221,7564,9741,206316831,84263,5408,782,2713
1995,Larceny,206783051,274264,130465,6889,35406,78190,50903,52611,50265,1863,14729,40588,25133,25176,22976,206316831,280774,109268,8912,5174
1995,Manslaughter by Negligence,206783051,108,18,1,6,16,9,30,46,,1,,5,6,6,206316831,77,42,3,4
1995,Motor Vehicle Theft,206783051,58073,9881,179,1858,13396,14455,14781,13404,17,426,3312,2578,2113,1435,206316831,38127,27315,1424,1017
1995,All Other Offenses,206783051,271353,74926,3720,14295,52379,51129,65605,84225,962,4192,20360,16519,16547,16346,206316831,234216,102012,6158,3430
1995,Prostitution and Commercialized Vice,206783051,611,558,4,25,73,88,141,280,7,7,60,81,123,280,206316831,720,415,22,11
1995,Robbery,206783051,42876,4384,264,2125,9312,9018,10792,11365,20,275,1312,1069,919,789,206316831,17457,28808,742,241
1995,Rape,206783051,4469,104,64,402,1176,819,940,1068,4,12,37,20,15,16,206316831,2390,2102,38,28
1995,Runaway,206783051,83035,111703,1433,7224,25914,21064,18738,8662,615,7091,42694,30571,22300,8432,206316831,150010,36837,6120,1733
1995,Sex Offenses,206783051,12068,930,446,1705,3990,2143,1873,1911,66,156,323,164,111,110,206316831,8949,3763,154,104
1995,Stolen Property,206783051,30228,4141,199,1454,6370,6067,7676,8462,29,234,1092,927,948,911,206316831,20495,12849,636,329
1995,Suspicion,206783051,1238,334,24,58,244,247,302,363,5,13,88,75,82,71,206316831,1237,319,7,9
1995,Vagrancy,206783051,2545,341,10,96,402,443,731,863,1,9,79,72,91,89,206316831,1878,970,22,15
1995,Vandalism,206783051,100626,12113,4796,13912,27992,17947,18938,17041,427,1598,3955,2253,2055,1825,206316831,88790,20703,1746,1349
1995,Weapons,206783051,42703,3862,540,2654,9151,8261,10145,11952,32,351,1217,833,738,691,206316831,28587,16824,718,389
1994,Arson,208091172,8050,1133,1030,1808,2618,1060,846,688,108,214,452,158,107,94,207684879,7319,1649,93,98
1994,Aggravated Assault,208091172,57184,13047,930,4346,13006,10487,13287,15128,115,939,3933,2764,2756,2540,207684879,38675,29896,906,643
1994,Simple Assault,208091172,126847,45368,3203,14498,34613,22776,25444,26313,535,4527,15380,9350,8270,7306,207684879,105571,61432,2509,1884
1994,Burglary,208091172,105253,11066,2789,10603,29017,20245,21598,21001,358,1290,3698,2124,1913,1683,207684879,85338,27854,1584,1362
1994,Curfew and Loitering Law Violations,208091172,76456,31027,423,3251,17715,17324,21084,16659,118,1395,9267,7662,7357,5228,207684879,81771,22226,2085,1271
1994,Disorderly Conduct,208091172,105572,32338,1485,8260,25961,20316,23861,25689,259,2550,10629,6850,6413,5637,207684879,89058,46477,1047,1225
1994,Drug Abuse Violations,208091172,116090,15479,223,1807,15957,21074,32980,44049,43,482,3371,3084,3871,4628,207684879,79056,50698,1012,668
1994,Drunkenness,208091172,12367,2436,102,136,1211,1808,3033,6077,18,61,537,494,580,746,207684879,12862,1610,58,267
1994,Drive Under the Influence,208091172,9559,1582,102,17,141,446,2419,6434,16,7,55,104,456,944,207684879,10029,725,100,189
1994,Embezzlement,208091172,519,285,4,16,44,43,127,285,4,6,18,17,85,155,207684879,550,243,8,3
1994,Offenses Against the Family and Children,208091172,2734,1514,54,180,629,513,654,704,44,114,457,304,329,266,207684879,2943,1128,115,43
1994,Forgery and Counterfeiting,208091172,4491,2566,23,131,429,606,1353,1949,10,59,288,380,711,1118,207684879,5611,1268,101,69
1994,Fraud,208091172,13722,4876,68,447,2556,2961,3171,4519,59,211,1072,1121,949,1464,207684879,9860,8176,463,99
1994,Gambling,208091172,1421,73,2,21,206,284,400,508,,3,10,15,24,21,207684879,350,1112,29,3
1994,Murder and Nonnegligent Homicide,208091172,2928,186,2,26,315,514,865,1206,1,5,30,25,53,72,207684879,1200,1848,48,16
1994,Liquor Laws,208091172,67747,27468,111,477,5199,9202,19921,32837,42,379,4067,4988,7923,10069,207684879,86625,5157,777,2441
1994,Larceny,208091172,281846,132189,7398,37232,83586,50848,52623,50159,1798,14835,41839,25876,25116,22725,207684879,287939,111523,8775,5170
1994,Manslaughter by Negligence,208091172,166,20,2,7,23,20,45,69,,1,3,4,4,8,207684879,137,46,,3
1994,Motor Vehicle Theft,208091172,63124,10288,187,2181,15539,15356,16013,13848,19,413,3574,2671,2104,1507,207684879,41179,29952,1342,880
1994,All Other Offenses,208091172,269169,76075,4169,15905,53017,46219,65320,84539,1245,4573,20961,15485,16958,16853,207684879,232561,101728,6876,3286
1994,Prostitution and Commercialized Vice,208091172,520,496,7,13,34,53,157,256,3,5,58,76,134,220,207684879,665,321,19,11
1994,Robbery,208091172,42830,4317,234,2232,9493,8996,10845,11030,10,246,1340,1017,928,776,207684879,17163,28937,728,219
1994,Rape,208091172,4786,94,99,432,1286,885,990,1094,4,14,42,8,8,18,207684879,2693,2075,45,60
1994,Runaway,208091172,87224,114949,1481,7896,27792,21439,19121,9495,642,7412,45126,30396,22262,9111,207684879,155844,38335,5681,1704
1994,Sex Offenses,208091172,13357,1105,590,1904,4425,2256,2088,2094,71,185,360,191,147,151,207684879,10191,3914,163,134
1994,Stolen Property,208091172,32205,4105,211,1677,7495,6492,7796,8534,29,221,1150,905,937,863,207684879,21242,14077,587,364
1994,Suspicion,208091172,1389,330,30,104,285,320,324,326,9,24,99,76,64,58,207684879,1171,521,5,22
1994,Vagrancy,208091172,2979,683,15,127,549,632,787,869,,26,206,143,159,149,207684879,2599,1010,40,13
1994,Vandalism,208091172,110175,12616,5621,16102,32484,19222,19479,17267,479,1790,4161,2272,2050,1864,207684879,98391,20722,2073,1257
1994,Weapons,208091172,48128,4235,562,3043,11205,9112,11471,12735,50,387,1451,878,782,687,207684879,32308,18786,846,380
