name,position,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Farhiya Abdi,Forward,52,5,9.6,1.2,3.1,0.383,0.2,0.8,0.25,1,2.3,0.426,0.3,0.4,0.682,0.2,0.8,1,0.4,0.2,0.1,0.4,1.2,2.9
Tajama Abraham,Center,40,5,11.7,1.3,3.5,0.379,0,0,,1.3,3.5,0.379,0.9,1.3,0.642,0.9,1,1.9,0.3,0.4,0.3,1.4,2,3.5
Svetlana Abrosimova,Forward,263,153,24.2,3.3,8.4,0.395,0.9,2.5,0.35,2.4,5.9,0.415,1.6,2.5,0.654,1.2,2.9,4.1,2.1,1.3,0.2,2.4,2.3,9.2
Natalie Achonwa,Forward,120,68,18.2,3,5.5,0.542,0,0,,3,5.5,0.542,1.5,2,0.768,1.5,2.7,4.2,0.8,0.6,0.5,1,2.2,7.5
Jessica Adair,Center,51,1,9.9,1.3,2.8,0.454,0,0,,1.3,2.8,0.454,1.1,1.7,0.625,1.1,1.6,2.7,0.3,0.2,0.4,0.8,1.6,3.6
Danielle Adams,Forward-Center,174,45,19.1,3.7,8.7,0.422,1.1,3.3,0.332,2.6,5.5,0.476,2,2.7,0.757,1.3,2.5,3.9,0.8,0.6,0.6,1.2,2.4,10.5
Jordan Adams,Center,10,0,9.6,1.3,3.3,0.394,0.5,1.2,0.417,0.8,2.1,0.381,0.2,0.2,1,1,1.3,2.3,0.4,0.2,0.3,1,1,3.3
Elisa Aguilar,Guard,28,0,5,0.5,1.2,0.424,0.4,0.8,0.524,0.1,0.4,0.25,0.1,0.3,0.571,0,0.4,0.4,0.6,0.1,0.1,0.4,0.2,1.5
Matee Ajavon,Guard,323,104,17.4,2.3,6.6,0.347,0.4,1.7,0.266,1.8,4.9,0.375,1.9,2.5,0.782,0.6,1.1,1.8,1.8,1,0.1,1.7,2.2,6.9
Evelyn Akhator,Forward,15,0,4.1,0.3,1.1,0.25,0,0,,0.3,1.1,0.25,0.3,0.4,0.833,0.5,0.1,0.6,0,0.1,0.2,0.3,0.4,0.9
Marcie Alberts,Guard,5,0,6,0,0.4,0,0,0.4,0,0,0,,0,0,,0,0.2,0.2,0.6,0.4,0,0.6,0.4,0
Markita Aldridge,Guard,65,2,10.6,0.9,2.4,0.363,0.1,0.5,0.257,0.7,1.9,0.393,0.4,0.9,0.5,0.3,0.6,1,1,0.4,0.2,1.1,1.1,2.3
Erin Alexander,Guard,20,0,7.1,0.6,2.2,0.273,0.6,1.8,0.314,0.1,0.5,0.111,0.2,0.2,1,0.4,0.5,0.9,0.5,0.2,0,0.6,0.9,2
Kayla Alexander,Center,184,11,12.5,1.7,3.3,0.505,0,0,,1.7,3.3,0.505,0.8,1.1,0.769,1.2,1.8,3,0.3,0.2,0.5,0.9,1.6,4.2
Tawona Alhaleem,Forward-Guard,26,1,9.7,0.7,2.2,0.328,0.2,0.4,0.364,0.6,1.8,0.319,0.3,0.5,0.5,0.6,0.9,1.5,0.5,0.4,0,1.1,0.8,1.9
Charel Allen,Guard,6,0,8.2,1.2,2.7,0.438,0.3,1,0.333,0.8,1.7,0.5,0,0,,0.3,0.7,1,0.5,0.2,0,1,0.8,2.7
Lindsay Allen,Guard,52,6,14.1,1,2.6,0.378,0,0.6,0.034,1,2,0.472,0.5,0.7,0.706,0.3,1.1,1.4,2.5,0.6,0,0.8,0.8,2.4
Rebecca Allen,Guard,84,6,10.8,1.5,3.7,0.4,0.5,1.4,0.362,1,2.3,0.423,0.4,0.5,0.783,0.5,1.4,1.9,0.4,0.4,0.4,0.6,1.3,3.9
Mactabene Amachree,Forward,12,0,4.4,0.3,0.9,0.273,0,0,,0.3,0.9,0.273,0.4,0.7,0.625,0.4,0.8,1.3,0,0.4,0.3,0.8,0.4,0.9
Monique Ambers,Forward,21,0,4.2,0.2,0.4,0.444,0,0,,0.2,0.4,0.444,0.3,0.7,0.4,0.5,0.5,1,0.2,0,0.1,0.3,0.7,0.7
Ambrosia Anderson,Forward,4,0,2.5,0,0.3,0,0,0,,0,0.3,0,0,0,,0.3,0.8,1,0,0.3,0,0.3,0,0
Chantelle Anderson,Center,124,40,12.7,1.6,3.4,0.469,0,0,,1.6,3.4,0.469,0.9,1.2,0.73,0.7,1.4,2,0.3,0.2,0.3,1.1,2.2,4.1
Jolene Anderson,Guard,24,7,15.3,1.5,5.3,0.278,0.7,2.9,0.232,0.8,2.4,0.333,0.5,0.6,0.733,0.5,2,2.4,1.1,0.3,0,0.7,0.7,4
Keisha Anderson,Guard,55,9,10.3,0.6,1.7,0.354,0.1,0.3,0.286,0.5,1.5,0.366,0.4,0.5,0.786,0.3,0.9,1.2,1.7,0.6,0.1,1.2,1.2,1.7
Mery Andrade,Forward,140,67,19.9,1.5,3.9,0.381,0.3,1.1,0.288,1.2,2.8,0.419,0.9,1.3,0.729,0.6,1.5,2.1,2.1,1,0.2,1.5,2.4,4.2
Yvette Angel,Guard,5,3,18,1.4,3.2,0.438,0,1,0,1.4,2.2,0.636,0,0.6,0,0.4,1.4,1.8,2.2,0.8,0.2,1.6,1.2,2.8
Nicky Anosike,Forward-Center,139,122,26.8,2.8,6.7,0.415,0,0,0.167,2.8,6.7,0.416,3.3,4.6,0.725,2.3,4.4,6.6,1.7,1.9,1,1.7,2.9,8.9
Jayne Appel-Marinelli,Center,219,155,20.3,1.6,3.3,0.498,0,0.1,0.211,1.6,3.2,0.506,0.8,1.2,0.639,1.6,4.5,6.1,1.5,0.6,0.9,1.2,2.5,4
Janeth Arcain,Guard,254,196,30.1,3.9,9,0.437,0.3,1.2,0.251,3.6,7.8,0.466,2.3,2.6,0.867,1.1,2.5,3.6,1.8,1.4,0.1,1.8,2,10.4
Katasha Artis,Forward,20,0,5.7,0.2,0.8,0.25,0,0.1,0,0.2,0.8,0.267,0.4,0.8,0.533,0.1,0.8,0.8,0.4,0.3,0.1,0.6,0.7,0.8
Marlies Askamp,Center,172,79,18.6,2.1,4.7,0.44,0,0,0.167,2.1,4.7,0.442,1.8,2.6,0.711,2.1,2.7,4.8,0.6,0.6,0.4,1.1,2.3,6
Ariel Atkins,Guard,29,24,22.5,4.1,9.6,0.432,1.6,4.3,0.357,2.6,5.2,0.493,1.4,1.8,0.824,1,1.4,2.4,2.1,1.3,0.3,1.3,2.5,11.3
La'Tangela Atkinson,Guard-Forward,68,3,11.2,1,2.3,0.43,0.1,0.3,0.238,0.9,2,0.46,0.5,0.9,0.547,0.7,1.5,2.2,0.7,0.6,0.2,1.2,0.8,2.6
Morenike Atunrase,Guard-Forward,33,0,10.5,0.7,2.6,0.276,0.4,1.2,0.293,0.4,1.4,0.261,0.3,0.5,0.688,0.5,1,1.5,0.7,0.5,0.4,0.8,0.6,2.2
Seimone Augustus,Guard,358,358,30.1,6.7,13.8,0.482,0.8,2.2,0.362,5.9,11.6,0.505,2.2,2.6,0.859,0.6,2.7,3.3,2.4,0.7,0.4,1.7,1.3,16.3
Valeriane Ayayi,Forward,16,0,9.2,0.9,3,0.313,0.3,1.3,0.19,0.7,1.7,0.407,0.2,0.4,0.429,0.5,1.3,1.8,0.4,0.5,0.3,0.6,1.1,2.3
Angela Aycock,Guard,12,0,3.6,0,0.6,0,0,0.4,0,0,0.2,0,0.3,0.3,1,0.1,0.4,0.5,0.6,0.2,0,0.5,0.7,0.3
Miranda Ayim,Forward,3,0,14,1.3,3,0.444,0,0,,1.3,3,0.444,0,0.7,0,1.3,1,2.3,0.7,0.7,0.3,1.3,2.3,2.7
Leigh Aziz,Forward,7,0,6.3,0.6,2,0.286,0,0,,0.6,2,0.286,0.3,0.6,0.5,0.3,1,1.3,0.1,0,0.6,0.4,0.7,1.4
Jennifer Azzi,Guard,141,132,34.7,2.8,6.2,0.445,1.1,2.4,0.458,1.7,3.8,0.437,2.5,2.9,0.845,0.3,2.2,2.6,4.5,0.8,0.3,2,3.1,9.1
Tricia Bader Binford,Guard,100,0,7.6,0.5,1.6,0.288,0.3,0.9,0.284,0.2,0.8,0.293,0.2,0.2,0.727,0.1,0.5,0.5,0.8,0.5,0,0.7,0.8,1.4
Sherill Baker,Guard,75,26,16.5,2.3,6.5,0.363,0.2,0.9,0.25,2.1,5.6,0.381,1.9,2.4,0.825,0.6,1.3,2,1.7,1.2,0.1,1.7,1.9,6.9
Alison Bales,Center,116,27,16.4,1.6,3.4,0.458,0.1,0.3,0.378,1.4,3.1,0.466,0.9,1.2,0.761,0.9,3,3.9,0.7,0.5,1.3,0.5,1.6,4.1
Rhonda Banchero,Center,9,0,2.3,0.2,0.8,0.286,0,0.2,0,0.2,0.6,0.4,0.2,0.4,0.5,0.2,0.1,0.3,0.1,0,0,0.2,0.3,0.7
Rachel Banham,Guard,78,5,11.2,1.4,3.6,0.382,0.8,2.2,0.337,0.6,1.4,0.454,0.7,0.8,0.836,0.1,0.8,0.9,1.1,0.3,0.1,0.5,1.3,4.2
Elena Baranova,Forward,209,168,28.7,3.7,8.8,0.424,1.1,2.7,0.391,2.7,6,0.439,1.6,1.9,0.845,1.4,5,6.4,2.1,1,1.5,2.1,2.4,10.1
LaQuanda Barksdale,Guard,48,3,10.2,1.2,4,0.305,0.4,1.6,0.26,0.8,2.4,0.336,0.5,0.6,0.893,0.6,1.1,1.6,0.4,0.2,0.2,0.7,1.1,3.4
Adia Barnes,Forward,132,51,15.3,1.4,3.9,0.366,0.2,0.7,0.337,1.2,3.2,0.373,0.7,1,0.632,1.1,1.4,2.6,0.9,0.6,0.2,1,1.7,3.8
Quacy Barnes,Center,70,26,14.8,1.7,4.2,0.401,0,0.1,0.2,1.7,4.1,0.408,0.8,1.4,0.592,0.7,1.2,1.8,0.7,0.4,0.7,1.2,2.2,4.2
Mistie Bass,Forward,285,54,14.3,1.8,3.6,0.513,0,0,0,1.8,3.5,0.517,0.9,1.5,0.598,1.3,1.8,3.1,0.7,0.6,0.4,0.9,1.5,4.6
Suzy Batkovic-Brown,Center,49,0,12.4,2,4.4,0.447,0.1,0.4,0.278,1.9,4.1,0.462,1,1.3,0.712,0.7,1.8,2.5,0.6,0.4,0.6,1.1,2.3,5
Jacqueline Batteast,Forward,34,1,6.5,0.4,1.8,0.25,0.1,0.4,0.143,0.4,1.4,0.283,0.1,0.2,0.571,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.7,1.1
Ashley Battle,Forward,142,10,15.1,1.7,4.5,0.384,0.5,1.5,0.336,1.2,3,0.409,0.9,1.3,0.743,0.6,1.8,2.4,1.1,0.8,0.1,1.2,1.1,5
Cass Bauer-Bilodeau,Center,94,20,9.1,0.7,1.9,0.356,0,0,0,0.7,1.9,0.362,0.4,0.6,0.722,0.5,0.9,1.4,0.2,0.1,0.1,0.8,1.5,1.8
Vicki Baugh,Forward-Center,78,6,12.1,1.6,3,0.515,0,0,0,1.6,3,0.517,0.9,1.2,0.728,1.3,2.2,3.5,0.4,0.4,0.3,0.9,1.9,4
Alana Beard,Guard-Forward,404,399,29.9,4.4,10.2,0.435,0.7,2.1,0.337,3.7,8,0.46,2.1,2.7,0.766,0.6,2.8,3.5,2.6,1.7,0.5,2.1,2.8,11.6
Ryneldi Becenti,Guard,1,0,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0
Kimberly Beck,Guard,17,0,5.5,0.2,0.5,0.444,0.2,0.4,0.667,0,0.2,0,0.3,0.4,0.833,0.1,0.6,0.7,0.4,0.2,0.1,0.2,0.4,1
Evgeniya Belyakova,Forward,21,0,11.3,0.8,2.6,0.296,0.2,1.3,0.179,0.5,1.2,0.423,0.3,0.8,0.438,0.1,0.6,0.7,0.7,0.6,0,0.4,1.1,2.1
Hind Ben Abdelkader,Guard,14,0,10.1,0.6,3.1,0.186,0.4,2.1,0.207,0.1,1,0.143,0.5,0.6,0.875,0.1,0.9,1,0.8,0.3,0.1,0.9,0.7,2.1
Jenni Benningfield,Forward,10,0,5.2,0.3,0.8,0.375,0,0.2,0,0.3,0.6,0.5,0.3,0.4,0.75,0.3,0.3,0.6,0.4,0.1,0.1,0.4,0.5,0.9
Alex Bentley,Guard,193,108,25,4.3,10.7,0.4,1.1,3.5,0.308,3.2,7.2,0.444,1.2,1.5,0.773,0.2,1.4,1.6,2.9,1.2,0.1,1.4,2.4,10.8
Val Berezhynska,Center,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,,0,0,0,0,0,0,0,1,0
Lucienne Berthieu,Forward-Center,43,4,8.2,1,2.2,0.452,0,0,0,1,2.1,0.462,1,1.6,0.662,0.8,0.9,1.7,0.2,0.4,0.1,0.7,1.7,3
Tully Bevilaqua,Guard,426,297,20.1,1.4,3.4,0.392,0.7,2,0.341,0.7,1.4,0.463,0.8,1.1,0.687,0.4,1.4,1.8,2,1.3,0.1,1.2,1.9,4.2
Tiffany Bias,Guard,42,0,5.4,0.6,1.7,0.357,0.2,0.7,0.31,0.4,1,0.39,0.4,0.6,0.667,0,0.2,0.2,0.5,0.2,0,0.7,0.6,1.8
Jessica Bibby,Guard,17,0,4.1,0.2,1.1,0.167,0.1,0.4,0.333,0.1,0.7,0.083,0.6,0.8,0.846,0.2,0.1,0.3,0.6,0.2,0,0.7,0.5,1.1
Agnieszka Bibrzycka,Guard-Forward,56,31,21.7,3.3,8.3,0.4,1.4,4.3,0.336,1.9,3.9,0.471,1.2,1.4,0.873,0.3,1.4,1.7,1.6,0.8,0.3,1.4,1.6,9.3
Monique Billings,Forward,32,0,11,1.3,2.9,0.441,0,0,,1.3,2.9,0.441,0.8,1,0.75,1.2,1.6,2.8,0.4,0.4,0,0.4,1.2,3.3
Sue Bird,Guard,508,508,31.8,4.4,10.3,0.429,1.7,4.3,0.389,2.7,6,0.458,1.6,1.9,0.852,0.4,2.2,2.6,5.6,1.3,0.1,2.5,1.4,12.1
Abby Bishop,Forward,55,14,12.5,1.3,3.5,0.377,0.5,1.8,0.3,0.8,1.7,0.462,0.3,0.5,0.607,0.3,1.8,2.1,0.7,0.4,0.4,0.7,2.1,3.5
Nina Bjedov,Center,27,0,16,1.9,3.7,0.52,0.3,0.7,0.421,1.6,3,0.543,0.3,0.7,0.5,0.8,1.8,2.6,0.6,0.3,0.8,0.9,2.2,4.5
Angie Bjorklund,Forward,7,0,6.1,0.3,1.6,0.182,0.1,0.7,0.2,0.1,0.9,0.167,0.4,0.4,1,0,0.3,0.3,0.3,0.1,0,0.3,1.1,1.1
Tera Bjorklund,Center,4,0,3.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0,0,,0,0,0,0,0,0,0.3,0.3,0.5
Chante Black,Center,97,44,15.6,1.6,3.2,0.482,0,0,0,1.6,3.2,0.484,0.7,1.3,0.532,1.6,2.6,4.2,0.4,0.5,1,1,1.6,3.8
Debbie Black,Guard,193,132,22.8,1.6,4.1,0.386,0.1,0.6,0.193,1.5,3.5,0.418,0.7,1,0.704,0.9,1.9,2.8,3.2,1.6,0.1,1.2,2.1,3.9
Rhonda Blades,Guard,57,2,11.1,0.8,2.6,0.304,0.5,1.8,0.279,0.3,0.8,0.364,0.5,0.9,0.551,0.2,0.7,0.9,1.2,0.5,0,1.4,1.8,2.6
Cindy Blodgett,Guard,65,0,6.5,0.8,2.4,0.348,0.4,1.3,0.299,0.4,1.1,0.408,0.4,0.6,0.615,0.1,0.4,0.5,0.4,0.4,0,0.6,0.6,2.5
Nikki Blue,Guard,111,23,11.8,0.9,2.8,0.307,0.2,0.8,0.291,0.6,2,0.314,0.8,1,0.791,0.3,0.9,1.3,1.6,0.6,0.1,1.1,1.6,2.7
Octavia Blue,Forward,59,6,8.9,0.7,2.1,0.35,0.1,0.4,0.24,0.6,1.7,0.378,0.5,0.7,0.707,0.5,0.7,1.2,0.3,0.2,0.1,0.6,0.9,2.1
Shannon Bobbitt,Guard,118,28,14.9,1.1,3.5,0.316,0.5,1.6,0.281,0.7,1.9,0.345,0.5,0.7,0.735,0.4,1,1.4,2.2,0.7,0,1.4,1.2,3.2
Whitney Boddie,Guard,4,0,2.3,0.3,0.3,1,0,0,,0.3,0.3,1,0,0,,0,0,0,0,0.3,0,0.3,0.3,0.5
Ruthie Bolton,Guard,218,91,23.4,3.5,9.6,0.367,1.4,4.5,0.319,2.1,5.1,0.41,1.5,2.1,0.746,1,2.1,3.1,1.6,1.2,0,1.2,2,10
LaToya Bond,Guard,66,6,14.1,1.3,3.8,0.359,0.3,1.3,0.216,1.1,2.4,0.438,1.1,1.4,0.753,0.2,1,1.2,1.5,0.8,0.2,1.7,2.1,4
Kelsey Bone,Center,168,84,19.6,3.5,7.4,0.47,0,0.1,0.167,3.5,7.3,0.476,1.1,1.7,0.634,1.4,3.2,4.6,1.2,0.5,0.3,1.6,2.5,8.1
Susanna Bonfiglio,Guard,22,6,13.9,2,4,0.483,0,0.3,0,2,3.8,0.518,0.9,1.1,0.76,0.7,1,1.7,1,0.5,0,0.8,1.6,4.8
DeWanna Bonner,Forward,301,199,29.6,4.7,11.1,0.42,1.1,3.5,0.306,3.6,7.6,0.472,3.7,4.4,0.847,1.5,4.5,6,2,1.2,0.7,1.5,1.7,14.1
Karen Booker,Center,27,4,12,0.7,2.3,0.328,0,0.1,0,0.7,2.1,0.345,0.8,1.4,0.568,1.3,1.7,3,0.9,0.9,0.6,1.8,2.3,2.3
Jenny Boucek,Guard,10,1,11.2,0.7,1.5,0.467,0,0.3,0,0.7,1.2,0.583,0.4,0.7,0.571,0.3,0.7,1,0.9,0.6,0,2.2,1,1.8
Kelly Boucher,Forward,9,0,5.8,0.3,1.7,0.2,0.1,0.7,0.167,0.2,1,0.222,0.3,0.4,0.75,0.2,1.2,1.4,0.2,0.1,0,0.3,0.3,1.1
Lindsay Bowen,Guard,6,1,6.2,0.5,1.7,0.3,0.5,1,0.5,0,0.7,0,0,0,,0,0.3,0.3,0.2,0,0,0.7,0,1.5
Brittany Boyd,Guard,95,29,18.2,2.2,5.7,0.392,0.3,1,0.255,2,4.7,0.421,1.9,2.6,0.732,0.5,2.5,3,3.7,1.3,0.1,2.1,2.3,6.6
Carla Boyd,Forward,83,50,21,2.2,6,0.361,0.6,1.8,0.313,1.6,4.2,0.382,1,1.5,0.675,1,1.6,2.6,1.6,0.7,0.2,1.5,2.5,5.9
Crystal Bradford,Guard,15,1,9.5,1,3.6,0.278,0.4,1.7,0.231,0.6,1.9,0.321,0.3,0.5,0.714,0.3,1.1,1.3,0.5,0.4,0.1,0.3,1.3,2.7
Gennifer Brandon,Forward,16,2,7.6,0.7,2.1,0.333,0,0,,0.7,2.1,0.333,0.4,0.8,0.462,0.7,1.9,2.6,0.2,0.2,0.4,0.6,0.4,1.8
Albena Branzova,Forward,11,0,8.5,0.8,2.3,0.36,0.2,0.4,0.5,0.6,1.9,0.333,0.3,0.4,0.75,0.5,0.9,1.5,0.5,0.3,0.1,1.1,1.1,2.1
Gergana Branzova,Forward,26,0,7.8,1.1,2.5,0.446,0,0.2,0,1.1,2.3,0.475,0.4,0.8,0.55,0.5,1.1,1.6,0.3,0.1,0.2,0.8,1.6,2.7
Cierra Bravard,Forward,6,0,4.5,0.2,0.5,0.333,0.2,0.3,0.5,0,0.2,0,0,0,,0.5,0.3,0.8,0,0.2,0.2,0.5,2,0.5
Janice Braxton,Forward,81,75,26.4,3.1,6.7,0.458,0.1,0.3,0.333,3,6.4,0.463,2.8,3.8,0.748,1.2,4.5,5.8,1.9,1.3,0.7,1.9,2.4,9
Kara Braxton,Center-Forward,297,120,16.4,3.2,6.7,0.475,0,0.1,0.28,3.1,6.6,0.477,1.2,1.9,0.641,1.7,3,4.7,0.9,0.6,0.5,1.9,2.5,7.6
Angie Braziel,Forward,52,3,11.3,1.5,3.4,0.427,0,0,0,1.5,3.4,0.429,1,1.3,0.758,0.7,1.6,2.3,0.3,0.3,0.3,0.8,1.1,3.9
Razija Brcaninovic,Center,30,30,23.2,3.5,6.8,0.52,0,0,,3.5,6.8,0.52,2,3,0.667,1.8,3.3,5.1,1,0.3,0.9,2.1,2.9,9.1
Jessica Breland,Forward,210,147,20.9,3.2,6.9,0.459,0,0.1,0.333,3.1,6.7,0.462,0.9,1.2,0.77,1.6,4,5.6,1.3,0.7,1.4,1.4,2.1,7.2
Reshea Bristol,Guard,1,0,5,0,1,0,0,0,,0,1,0,0,0,,2,0,2,0,0,0,1,0,0
Michelle Brogan,Forward,58,48,25.9,2.8,5.5,0.508,0.3,0.8,0.396,2.5,4.7,0.527,2.4,3.1,0.797,1.5,2.7,4.2,1.6,1.3,0.2,1.5,2.3,8.4
Sandy Brondello,Guard,155,146,29.6,4.3,10.4,0.414,0.7,1.8,0.41,3.6,8.6,0.415,2,2.4,0.854,0.5,1.4,1.9,2.3,1,0.1,1.6,1.9,11.4
Cindy Brown,Forward,60,51,26.9,3.1,7.4,0.41,0.5,1.7,0.277,2.6,5.8,0.449,2.3,3.3,0.708,2,5.5,7.5,1.4,1.4,0.6,1.9,2.8,8.9
Coretta Brown,Guard,77,4,15.5,1.5,4.4,0.345,0.9,2.7,0.341,0.6,1.7,0.351,0.5,0.7,0.737,0.3,1,1.3,1.3,0.5,0.1,1.1,1,4.5
Edwina Brown,Guard-Forward,130,34,19.4,1.8,5.3,0.334,0.2,0.6,0.375,1.6,4.7,0.33,1.3,1.7,0.803,1,1.7,2.7,2.2,0.9,0.2,1.9,2.1,5.1
Kiesha Brown,Guard,216,25,12,1.3,3.4,0.371,0.5,1.3,0.359,0.8,2.1,0.379,0.7,0.8,0.859,0.3,1.2,1.5,1.4,0.4,0,0.9,0.9,3.7
La'Shawn Brown,Center,22,2,12.4,0.6,1.7,0.351,0,0,,0.6,1.7,0.351,0.8,1.5,0.515,0.8,1.6,2.4,0.4,0.5,0.9,1.1,2.8,2
Lesley Brown,Forward,13,0,3.3,0.5,1.2,0.438,0.1,0.2,0.5,0.5,1.1,0.429,0.3,0.5,0.667,0.2,0.5,0.7,0.2,0.1,0.1,0.5,0.8,1.5
Lexie Brown,Guard,22,0,5.6,0.5,2,0.273,0.4,1.3,0.31,0.1,0.7,0.2,0.2,0.3,0.571,0,0.7,0.8,0.5,0.3,0,0.5,0.5,1.7
Rushia Brown,Forward,210,75,18.4,2.2,4.7,0.475,0,0,0.25,2.2,4.7,0.477,1.4,1.8,0.765,1.3,2,3.4,0.9,1,0.4,1.3,2.4,5.9
Marla Brumfield,Guard,84,17,11.7,0.8,2.1,0.395,0.1,0.3,0.222,0.8,1.8,0.427,0.5,0.6,0.755,0.4,0.8,1.1,1,0.5,0,0.8,1.3,2.2
Jessica Brungo,Forward,49,0,7.5,0.4,1.4,0.279,0.2,0.9,0.238,0.2,0.5,0.346,0.1,0.1,0.8,0.2,0.7,0.9,0.6,0.1,0.1,0.3,0.5,1.1
Rebekkah Brunson,Forward,453,368,25.2,3.5,7.6,0.466,0.1,0.3,0.341,3.4,7.3,0.471,2,2.9,0.692,2.6,4.8,7.4,1.1,1,0.6,1.4,2.2,9.2
Adut Bulgak,Center,12,0,7,1.2,2.8,0.424,0.2,0.4,0.4,1,2.3,0.429,0.5,0.8,0.667,0.6,1.8,2.4,0,0.4,0.2,0.3,1.2,3
Vicky Bullett,Forward,186,186,32,4.4,9.7,0.452,0.4,1.2,0.315,4,8.5,0.471,1.7,2.2,0.776,1.9,4.5,6.4,1.6,1.9,1.5,1.9,2.7,10.8
Cierra Burdick,Forward,29,4,11.1,1.1,2.4,0.471,0,0.1,0.333,1.1,2.3,0.478,0.5,0.6,0.833,0.6,1.2,1.8,0.8,0.4,0.2,0.7,1.6,2.8
Heather Burge,Center,13,0,2.2,0.2,0.5,0.429,0,0,,0.2,0.5,0.429,0.1,0.4,0.2,0,0.4,0.4,0,0.2,0.2,0.4,0.4,0.5
Heidi Burge,Forward-Center,52,21,15.1,2.2,4.4,0.489,0,0.2,0.182,2.1,4.2,0.505,1.2,2.1,0.561,1,2.2,3.3,0.8,0.5,0.5,1.9,2.8,5.5
Annie Burgess,Guard,116,86,21.9,1.4,3.8,0.36,0.5,1.4,0.327,0.9,2.4,0.379,0.6,0.9,0.648,0.7,1.5,2.2,2.8,0.8,0.1,1.5,1.3,3.8
Linda Burgess,Forward,90,35,16.2,2.2,4.6,0.48,0,0.1,0.182,2.2,4.5,0.488,1.3,1.8,0.747,1.4,2.4,3.7,0.5,0.8,0.3,1.5,2,5.8
Alisa Burras,Center,137,53,15,2.6,4.7,0.564,0,0,,2.6,4.7,0.564,1,1.4,0.697,1.2,2.2,3.4,0.3,0.3,0.2,1.3,1.7,6.3
Janell Burse,Center,233,114,18.5,2.5,5.2,0.475,0,0,0.167,2.5,5.2,0.477,1.8,2.6,0.688,1.7,2.4,4.1,0.5,0.5,0.9,1.5,2.7,6.8
Heather Butler,Guard,11,0,3.5,0.1,0.8,0.111,0.1,0.5,0.167,0,0.3,0,0.3,0.4,0.75,0.1,0.2,0.3,0.3,0,0,0.5,0.6,0.5
Tasha Butts,Forward,30,0,14.1,0.8,2.7,0.3,0.3,1.2,0.27,0.5,1.4,0.326,0.6,0.8,0.72,0.7,1.4,2.1,0.8,0.4,0.2,0.8,1.2,2.5
Latasha Byears,Guard-Forward,252,95,18.7,3.3,6.3,0.515,0,0.1,0.233,3.2,6.2,0.52,1.1,1.8,0.635,2.1,2.7,4.8,0.8,1,0.2,1.5,2.9,7.7
Kelley Cain,Center,28,0,6.5,0.4,1.2,0.353,0,0,,0.4,1.2,0.353,0.4,0.5,0.667,0.6,0.9,1.5,0.1,0.1,0.3,0.5,0.8,1.2
Liz Cambage,Center,85,59,24.7,6.1,10.9,0.561,0.1,0.5,0.286,6,10.4,0.574,4.6,6.1,0.764,2.1,5.3,7.4,1.3,0.6,1.5,2.7,2.8,17
Edna Campbell,Guard,161,130,21.3,2.6,6.9,0.379,1,2.6,0.388,1.6,4.3,0.373,0.9,1.2,0.725,0.3,1.4,1.7,1.4,0.6,0.2,1.4,1.4,7.1
Michelle Campbell,Center,13,0,4,0.4,1.2,0.333,0,0.1,0,0.4,1.1,0.357,0.3,0.5,0.667,0,0.6,0.6,0.2,0,0.1,0.5,0.5,1.1
Michelle Campbell,Center,31,0,7.7,0.5,1.6,0.314,0,0,,0.5,1.6,0.314,0.7,1,0.733,0.7,0.9,1.5,0.2,0.2,0.2,0.5,1.3,1.7
Michelle Campbell,Forward,13,0,4,0.4,1.2,0.333,0,0.1,0,0.4,1.1,0.357,0.3,0.5,0.667,0,0.6,0.6,0.2,0,0.1,0.5,0.5,1.1
Michelle Campbell,Forward,31,0,7.7,0.5,1.6,0.314,0,0,,0.5,1.6,0.314,0.7,1,0.733,0.7,0.9,1.5,0.2,0.2,0.2,0.5,1.3,1.7
Jordin Canada,Guard,33,2,16.5,2,5.5,0.357,0.3,1.7,0.182,1.7,3.8,0.433,1.5,2,0.738,0.3,1.2,1.5,3.3,0.9,0,1.7,1.2,5.7
Emma Cannon,Forward,34,0,12.9,1.6,3.4,0.491,0,0.1,0,1.6,3.3,0.5,1.1,1.9,0.587,1.3,2.3,3.6,0.3,0.1,0.1,0.9,2.1,4.4
Dominique Canty,Guard,380,267,24,2.4,6.3,0.384,0,0.3,0.177,2.4,6.1,0.393,2.4,3.4,0.696,0.9,1.6,2.5,2.8,0.9,0.1,1.8,2.2,7.3
Jamie Carey,Guard,105,3,12.3,1.1,2.8,0.391,0.8,2,0.406,0.3,0.8,0.354,0.2,0.2,0.87,0.1,0.8,0.9,1.1,0.2,0,0.6,0.8,3.1
Essence Carson,Forward-Guard,323,182,20.6,2.9,7.1,0.411,0.6,1.9,0.325,2.3,5.3,0.442,1,1.3,0.798,0.6,1.7,2.3,1.2,0.8,0.3,1.1,1.4,7.5
