name,position,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tiffani Johnson,Center,188,111,20.5,1.8,4,0.45,0,0,0,1.8,4,0.451,0.9,1.2,0.763,1.4,2.8,4.1,0.7,0.3,0.5,1,2.1,4.5
Vickie Johnson,Guard-Forward,410,408,30.3,4,9.2,0.431,0.7,2,0.358,3.2,7.2,0.452,1.7,2.1,0.821,1.2,2.8,4,2.9,0.9,0.1,1.6,1.8,10.3
Kellie Jolly Harper,Guard,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,2,0,0
Alexis Jones,Guard,55,0,8,1.1,3,0.347,0.5,1.4,0.342,0.6,1.6,0.352,0.3,0.4,0.818,0.2,0.7,0.8,0.7,0.2,0,0.7,0.9,2.9
Asjha Jones,Forward,368,202,24.5,4.6,10.2,0.449,0.1,0.4,0.273,4.5,9.8,0.456,1.6,2.1,0.756,1.7,3.1,4.8,1.7,0.6,0.6,1.9,2.6,10.9
Brionna Jones,Center,50,0,7.8,1.1,2.1,0.51,0,0,,1.1,2.1,0.51,0.9,1.1,0.772,0.8,1,1.8,0.2,0.3,0.2,0.5,1.3,3
Chandi Jones,Guard,68,17,15.4,1.7,4.5,0.38,0.6,1.5,0.381,1.1,3,0.379,0.8,1.1,0.767,0.4,1.1,1.5,1.5,0.7,0.1,1.2,1.6,4.9
Jameka Jones,Guard,21,0,11.1,1.2,4.5,0.263,0.3,1.7,0.2,0.9,2.9,0.3,0.5,0.8,0.688,0.5,0.6,1,0.5,0.4,0,1.2,1.9,3.2
Jonquel Jones,Forward,102,56,21,4.1,7.5,0.539,0.8,1.9,0.439,3.2,5.6,0.573,2.3,3.1,0.764,2.5,4.5,7,1.3,0.6,1.3,1.3,2.8,11.3
Larecha Jones,Guard-Forward,9,0,6,0.9,2.1,0.421,0.2,0.7,0.333,0.7,1.4,0.462,0.1,0.2,0.5,0,0.6,0.6,0.2,0,0.1,0.4,0.6,2.1
Marion Jones,Guard,47,1,8.6,1,2.1,0.455,0,0.3,0.167,0.9,1.9,0.494,0.6,1,0.587,0.7,0.6,1.3,0.5,0.5,0.2,0.6,0.9,2.6
Merlakia Jones,Guard,251,141,25.3,3.8,9.1,0.42,0.3,0.8,0.299,3.6,8.3,0.432,1.5,2,0.753,1.1,2.7,3.8,1.4,1,0.1,1.6,2,9.4
Pauline Jordan,Forward-Center,24,0,11.5,1.1,2.9,0.377,0,0,0,1.1,2.8,0.382,0.9,1.5,0.629,0.6,1.4,2,0.8,0.6,0.5,1,2,3.1
Aneta Kausaite,Forward,10,0,5.8,0.5,2,0.25,0,0.2,0,0.5,1.8,0.278,0.4,0.7,0.571,0.8,0.3,1.1,0.1,0.3,0,0.3,0.4,1.4
Shae Kelley,Forward,8,0,2.4,0,0.4,0,0,0,,0,0.4,0,0.1,0.3,0.5,0,0.4,0.4,0.1,0.1,0,0.1,0.1,0.1
Crystal Kelly,Forward,93,8,12.5,1.3,2.9,0.438,0,0,0.333,1.2,2.8,0.439,2.3,2.8,0.828,0.9,1.1,2.1,0.4,0.4,0.1,1,1.6,4.8
Brianna Kiesel,Guard,57,15,13.9,1.2,3.8,0.307,0.2,1.2,0.209,0.9,2.6,0.351,0.9,1.2,0.746,0.2,0.5,0.7,1.6,0.6,0.1,0.9,1.5,3.5
Susan King Borchardt,Guard,3,0,5.7,0,0.3,0,0,0,,0,0.3,0,1,1.3,0.75,0,0.3,0.3,0.3,0,0.3,0,0.7,1
Jae Kingi-Cross,Guard,65,18,13.6,1.1,2.7,0.388,0.6,1.6,0.376,0.5,1.2,0.403,0.6,0.9,0.732,0.4,0.9,1.3,1.5,0.6,0.2,1,0.9,3.3
Lynetta Kizer,Forward,180,28,12.9,2.4,5.1,0.477,0,0.1,0.214,2.4,5,0.481,1,1.2,0.799,1,1.7,2.8,0.3,0.5,0.2,0.9,2.1,5.8
Zuzi Klimesova,Forward,12,0,3.5,0.2,1.1,0.154,0,0,,0.2,1.1,0.154,0.3,0.3,1,0.1,0.3,0.4,0.2,0.1,0.1,0.2,0.3,0.6
Whitney Knight,Guard,10,0,3.8,0.2,1.5,0.133,0.2,1.1,0.182,0,0.4,0,0,0,,0.1,0.4,0.5,0.2,0.2,0.2,0.2,0.5,0.6
Ewelina Kobryn,Center,71,6,9.8,1.1,2.8,0.383,0.2,0.5,0.316,0.9,2.3,0.399,0.7,1,0.69,0.4,1.3,1.7,0.3,0.4,0.3,0.8,1.2,3
Laurie Koehn,Guard,143,0,5.2,0.8,1.8,0.422,0.7,1.7,0.43,0,0.1,0.316,0.1,0.1,0.692,0.1,0.3,0.4,0.2,0,0,0.2,0.4,2.3
Ilona Korstine,Guard,12,0,6.3,0.6,2.1,0.28,0.1,0.3,0.333,0.5,1.8,0.273,0.5,0.6,0.857,0.5,0.4,0.9,0.4,0.3,0,0.8,0.3,1.8
Greta Koss,Forward,13,10,20.6,1.2,2.2,0.517,0.2,0.2,0.667,1,2,0.5,0.9,1.2,0.75,0.9,1.9,2.8,0.8,0.7,0.3,1.4,1.2,3.4
Anastasia Kostaki,Guard,32,0,8.2,0.6,1.8,0.316,0.2,0.9,0.2,0.4,0.8,0.444,0.8,1.1,0.714,0.1,0.7,0.8,0.6,0.2,0,1.3,1.3,2.1
Tanja Kostic,Forward,10,0,7.6,0.5,1.2,0.417,0,0,,0.5,1.2,0.417,0.2,0.4,0.5,0.4,0.3,0.7,0.6,0.2,0,1,0.8,1.2
Cathrine Kraayeveld,Forward,275,137,22.2,2.5,6.1,0.401,1.3,3.3,0.379,1.2,2.8,0.427,0.9,1.1,0.752,0.9,2.8,3.7,1.1,0.6,0.5,1.5,1.8,7
Nicole Kubik,Guard,7,0,5.7,0.3,1,0.286,0,0.3,0,0.3,0.7,0.4,0.6,0.6,1,0,0.6,0.6,1,0.6,0,0.9,1.6,1.1
Andrea Kuklova,Guard-Forward,34,2,10.4,1.1,2.9,0.388,0,0.2,0.143,1.1,2.7,0.407,0.6,1.1,0.556,0.6,0.5,1.1,0.9,0.5,0.1,1.2,1.2,2.9
Alison Lacey,Guard,21,0,6.9,0.2,1.7,0.114,0.1,1.3,0.111,0,0.4,0.125,0.2,0.2,1,0.1,0.6,0.8,0.5,0.3,0,0.4,0.9,0.8
Jennifer Lacy,Forward,295,75,15.2,1.8,4.7,0.391,0.5,1.6,0.33,1.3,3.1,0.423,0.9,1.3,0.69,0.8,1.4,2.3,0.6,0.4,0.3,1,2.3,5.1
Natasha Lacy,Guard,79,5,13.6,1.7,4.1,0.408,0.2,0.6,0.25,1.5,3.5,0.435,0.9,1.5,0.595,0.5,1.6,2.1,1.8,1,0.2,1.3,1.3,4.4
Venus Lacy,Center,19,2,6.8,0.6,1.5,0.414,0,0,,0.6,1.5,0.414,0.7,1,0.737,0.4,0.9,1.3,0.1,0.2,0.2,0.8,1.3,2
Monica Lamb,Center,46,27,17.9,1.7,3.3,0.526,0,0,,1.7,3.3,0.526,0.9,1.3,0.667,1.5,2.3,3.8,0.3,0.6,0.6,0.7,2.5,4.3
Sheila Lambert,Guard,76,31,15,1.5,3.8,0.392,0.2,0.7,0.3,1.3,3.2,0.411,1,1.3,0.784,0.4,1.1,1.5,1.7,0.5,0.1,1.8,1,4.2
Betnijah Laney,Forward-Guard,69,3,10.5,1.1,2.6,0.409,0,0.2,0.063,1.1,2.4,0.442,0.4,0.6,0.789,0.6,1.2,1.8,0.6,0.4,0.1,0.5,1,2.6
MerleLynn Lange-Harris,Forward-Center,1,0,3,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0
Crystal Langhorne,Forward-Center,359,294,27.2,4.8,8.5,0.569,0,0.1,0.182,4.8,8.4,0.575,2.1,3,0.701,2,4.5,6.5,1.1,0.8,0.3,2,1.9,11.8
Krystyna Lara,Guard,25,0,8.2,0.9,2.7,0.338,0.4,1.3,0.303,0.5,1.4,0.371,0.2,0.2,1,0,0.5,0.5,0.9,0.4,0.1,1.4,1.2,2.5
Erlana Larkins,Forward,247,122,20.7,2.2,4,0.554,0,0,,2.2,4,0.554,1.4,1.8,0.749,2.1,3.3,5.4,1.5,1,0.3,1.3,2.2,5.9
Amanda Lassiter,Forward,190,102,19.4,1.8,4.9,0.358,0.9,2.7,0.326,0.9,2.2,0.397,0.4,0.6,0.67,0.7,2,2.7,1.4,0.8,0.6,1.3,2.3,4.8
Ivory Latta,Guard,323,185,24.2,3.6,9,0.393,1.7,4.5,0.369,1.9,4.5,0.417,1.9,2.2,0.848,0.3,1.4,1.7,2.7,0.8,0,1.7,1.7,10.7
Jantel Lavender,Center,265,75,20.3,3.7,7.3,0.509,0,0.2,0.255,3.7,7.1,0.516,1.1,1.3,0.814,1.4,3.2,4.6,1,0.4,0.6,1.3,1.5,8.6
Kara Lawson,Guard,377,159,24.5,3.3,8.1,0.414,1.5,4,0.39,1.8,4.1,0.437,1.5,1.7,0.89,0.5,2.1,2.6,2.5,0.6,0.1,1.4,1.2,9.8
Edwige Lawson-Wade,Guard,141,32,13.6,1.3,3.4,0.384,0.8,2.3,0.361,0.5,1.2,0.427,0.5,0.6,0.854,0.3,1.1,1.4,1.6,0.7,0,0.9,1.3,4
Katarina Lazic,Guard,8,0,6.9,1,2.5,0.4,0,0.3,0,1,2.3,0.444,0.1,0.3,0.5,0.3,0.5,0.8,0.4,0.4,0,1.3,1.1,2.1
Shalee Lehning,Guard,85,53,20,1.1,2.7,0.429,0.3,0.9,0.307,0.9,1.8,0.49,0.5,0.9,0.622,0.6,1.7,2.3,3.8,0.6,0.1,1.7,1.6,3.1
Betty Lennox,Guard,320,215,24.6,4.4,10.8,0.406,1.2,3.5,0.335,3.2,7.4,0.44,2.1,2.5,0.838,1,3.1,4.1,2,1,0.1,2.5,2.7,12.1
Lisa Leslie,Center,363,361,32,6.4,13.7,0.47,0.3,1.1,0.316,6.1,12.6,0.483,4.1,5.9,0.695,2.4,6.7,9.1,2.4,1.4,2.3,3.3,3.8,17.3
Yelena Leuchanka,Center,61,5,10.9,1.3,3,0.435,0,0.1,0.167,1.3,2.9,0.444,0.8,1,0.73,0.8,1.5,2.3,0.5,0.4,0.3,1.3,1.7,3.4
Nicole Levandusky,Guard,13,0,5.2,0.5,1.7,0.318,0.4,1.3,0.294,0.2,0.4,0.4,0.1,0.1,1,0.4,0.3,0.7,0.5,0.4,0.1,0.4,0.2,1.5
Nicole Levesque,Guard,27,21,23,1.3,3.6,0.367,0.9,2.4,0.348,0.5,1.2,0.406,0.5,0.6,0.933,0.2,1.6,1.7,2.8,0.8,0.1,2.6,1.7,4
Breanna Lewis,Center,19,0,4.1,0.3,1.2,0.227,0,0,,0.3,1.2,0.227,0.2,0.3,0.8,0.3,0.6,0.8,0.1,0,0.1,0.5,1.2,0.7
Doneeka Lewis,Guard,109,19,14.3,1.4,3.9,0.35,0.6,1.7,0.339,0.8,2.3,0.358,0.4,0.6,0.783,0.2,1,1.2,1.7,0.5,0.1,1.2,0.7,3.8
Takeisha Lewis,Forward-Center,14,0,4.1,0.3,0.7,0.4,0,0.1,0,0.3,0.6,0.444,0.7,1.3,0.556,0.5,1.2,1.7,0.2,0.1,0,0.5,0.9,1.3
Tynesha Lewis,Guard,143,8,13.1,1.5,3.8,0.404,0.3,0.8,0.35,1.2,2.9,0.419,0.7,0.9,0.715,0.6,1,1.6,0.9,0.5,0.2,0.9,1,4
Nancy Lieberman-Cline,Guard,26,0,11.1,1,3,0.321,0.2,1,0.231,0.7,2,0.365,0.3,0.4,0.8,0.2,1,1.2,1.6,0.6,0.1,1.6,1.3,2.5
Miao Lijie,Guard,18,0,7.5,0.5,1.7,0.3,0.3,1.1,0.3,0.2,0.6,0.3,0.4,0.4,1,0,0.2,0.2,0.7,0.3,0.1,0.8,0.7,1.7
Taylor Lilley,Guard,21,1,10.8,1.1,2.8,0.397,0.7,2,0.326,0.4,0.7,0.6,0.5,0.5,0.909,0.1,0.7,0.9,0.7,0.5,0,0.8,0.9,3.3
Tricia Liston,Forward,56,2,9.9,0.9,2.3,0.413,0.7,1.7,0.441,0.2,0.6,0.333,0.3,0.3,0.875,0.1,0.9,1.1,0.6,0.2,0.1,0.2,0.7,2.8
Camille Little,Forward,402,328,25.5,3.1,7.1,0.444,0.4,1.4,0.308,2.7,5.7,0.477,1.9,2.6,0.716,1.5,2.9,4.3,1.4,1.1,0.4,1.9,2.8,8.6
Andrea Lloyd Curry,Forward,46,33,26.8,2.2,5.8,0.377,0.9,2.7,0.336,1.3,3.2,0.411,1,1.3,0.742,1.1,2.8,3.9,2.5,0.9,0.3,1.9,2.7,6.3
Rebecca Lobo,Center,121,72,19.2,2.6,6.4,0.407,0.3,1.1,0.295,2.3,5.3,0.431,1.1,1.8,0.628,1.3,2.9,4.1,1,0.4,0.9,1.6,1.9,6.7
Samantha Logic,Guard,27,0,12.7,0.7,2.8,0.24,0.2,1.1,0.194,0.4,1.6,0.273,0.2,0.3,0.857,0.3,1.1,1.4,1.1,0.3,0.3,0.9,0.7,1.8
Stacey Lovelace,Center,178,20,14.3,1.8,4.6,0.398,0.4,1.2,0.346,1.4,3.4,0.416,0.9,1.2,0.77,0.9,1.7,2.7,0.7,0.6,0.3,1.2,1.6,5
Jewell Loyd,Guard,136,125,29.6,5.2,12.3,0.425,1.3,3.7,0.341,4,8.6,0.461,3.4,3.9,0.877,1,2.6,3.7,3.1,1.1,0.3,2.2,1.7,15.1
Maggie Lucas,Guard,72,0,12.1,1.4,3.9,0.352,0.8,2.4,0.316,0.6,1.6,0.407,0.8,0.9,0.896,0.1,0.8,0.9,0.7,0.3,0.1,0.6,1.2,4.4
Pat Luckey,Forward,1,0,8,0,1,0,0,0,,0,1,0,0,0,,0,1,1,1,0,1,0,0,0
Helen Luz,Guard,84,3,13.4,1.7,4,0.412,1,2.7,0.377,0.6,1.3,0.486,0.5,0.6,0.852,0.3,0.7,0.9,1.5,0.6,0.1,1.2,1.2,4.9
Sancho Lyttle,Forward,372,279,24.5,3.8,8.1,0.474,0.1,0.4,0.255,3.7,7.7,0.486,1.4,2,0.705,2,4.9,6.8,1.6,1.7,0.6,1.5,2.5,9.2
Mwadi Mabika,Guard,339,281,26.3,3.7,9.6,0.385,1.2,3.7,0.327,2.5,5.9,0.422,1.9,2.4,0.799,0.9,3,3.9,2.3,1.1,0.3,1.6,2.8,10.5
Victoria Macaulay,Center,4,0,6.3,0.5,1.8,0.286,0,0,,0.5,1.8,0.286,0,0,,0.3,0.8,1,0,0.5,0.3,0.8,1.8,1
Laura Macchi,Forward,38,16,14.7,1.9,4.2,0.459,0.4,1.4,0.296,1.5,2.8,0.543,1.4,1.9,0.736,0.8,1.3,2.1,0.6,0.8,0.2,1.1,2.1,5.7
Clarisse Machanguana,Center-Forward,118,34,14.2,1.7,3.2,0.527,0,0,0,1.7,3.1,0.528,0.8,1.2,0.65,0.8,1.8,2.6,0.5,0.4,0.2,0.9,2.2,4.1
Tess Madgen,Guard,8,0,7.4,0.4,1,0.375,0.4,0.6,0.6,0,0.4,0,0.1,0.3,0.5,0.1,0.6,0.8,0.3,0.8,0.3,0.5,1,1.3
Megan Mahoney,Forward,49,1,9.6,0.7,2.3,0.292,0.2,0.7,0.229,0.5,1.6,0.321,0.7,0.8,0.805,0.4,1.2,1.6,0.7,0.2,0,0.7,1.1,2.2
Shea Mahoney,Forward,18,3,9.5,0.7,2.3,0.317,0.1,0.3,0.167,0.7,1.9,0.343,0.3,0.5,0.556,0.7,1.1,1.8,0.3,0.1,0.1,0.3,1,1.8
Hamchetou Maiga-Ba,Forward,275,80,16.5,2.2,4.9,0.45,0,0,0.2,2.2,4.8,0.451,0.9,1.4,0.63,1,1.5,2.5,1.1,0.9,0.2,1.4,2.1,5.3
Nadine Malcolm,Forward,60,51,21.7,2.5,6.2,0.4,0.6,1.6,0.361,1.9,4.6,0.414,1.4,1.7,0.828,0.9,1.7,2.5,0.8,0.4,0.1,1.4,2,6.9
Sonja Mallory,Center,6,0,7.3,0.7,1.5,0.444,0,0,,0.7,1.5,0.444,0.3,0.3,1,0.7,1,1.7,0,0.2,0.7,1,1.2,1.7
Ally Malott,Forward,47,0,8.4,0.9,2.4,0.383,0.4,1.3,0.356,0.5,1.2,0.411,0.4,0.4,0.81,0.2,0.8,1,0.4,0.2,0.1,0.6,0.6,2.7
Evanthia Maltsi,Guard-Forward,26,7,18.5,2,5.4,0.379,1.2,3,0.416,0.8,2.4,0.333,0.3,0.5,0.75,0.6,1.9,2.5,1.5,0.8,0.1,1,1.5,5.7
Kristen Mann,Forward,130,58,17.9,1.9,4.9,0.39,0.6,1.9,0.339,1.3,3,0.421,0.5,0.7,0.763,0.7,1.7,2.4,1.3,0.5,0.2,0.8,1.5,5
Sharon Manning,Forward-Center,114,26,17,1.9,4.1,0.47,0,0,0.4,1.9,4,0.471,0.9,1.6,0.548,1.6,2.6,4.2,0.7,0.9,0.2,1.2,1.8,4.7
Rhonda Mapp,Center,163,97,21.2,3.3,6.9,0.479,0.1,0.3,0.264,3.2,6.6,0.49,1.7,2.2,0.768,1.6,3.3,4.8,1.5,0.7,0.4,1.6,3,8.4
Michelle Marciniak,Guard,82,6,14.7,1.6,4.4,0.368,0.4,1.2,0.316,1.3,3.2,0.387,1,1.7,0.603,0.4,1.1,1.5,1.9,1,0.1,1.5,2,4.6
Gabriela Marginean,Forward,4,0,3,0.3,1.3,0.2,0,0,,0.3,1.3,0.2,0,0,,0.8,0.3,1,0.3,0.3,0.3,0.3,0.5,0.5
Maylana Martin,Center-Forward,61,25,15.6,1.5,3.6,0.403,0.2,0.6,0.297,1.3,3,0.424,0.6,1,0.603,0.9,1.7,2.5,0.7,0.6,0.5,1.1,2.8,3.7
Nuria Martinez,Guard,16,0,8.1,0.4,2.1,0.176,0.2,1.3,0.143,0.2,0.8,0.231,0.8,1.1,0.667,0,0.7,0.7,0.7,0.3,0,0.8,1.4,1.7
Raffaella Masciadri,Forward,79,2,12.5,1.3,3.3,0.383,0.5,1.6,0.312,0.8,1.8,0.446,0.4,0.6,0.7,0.5,0.7,1.2,0.6,0.3,0,0.5,1.4,3.5
A'dia Mathies,Guard,30,0,9.2,0.8,2.3,0.353,0.1,0.5,0.25,0.7,1.7,0.385,0.5,0.8,0.64,0.2,0.4,0.7,0.8,0.3,0.1,0.6,1.2,2.3
Caity Matter,Guard,10,0,5.6,0.3,1.3,0.231,0.1,0.7,0.143,0.2,0.6,0.333,0.2,0.2,1,0,0.3,0.3,0.6,0.1,0,0.2,0.4,0.9
Katie Mattera,Center,150,44,15.4,2.4,4.9,0.497,0,0,,2.4,4.9,0.497,1.8,2.6,0.689,1.6,3.1,4.7,0.3,0.2,0.9,1.7,2.6,6.7
Stephanie Mavunga,Forward,25,0,7.8,0.8,1.8,0.477,0,0,0,0.8,1.7,0.488,0.5,0.6,0.8,1,1.2,2.2,0.2,0.3,0.2,0.4,1.4,2.2
Anita Maxwell,Forward,9,0,7,0.9,2.7,0.333,0,0,,0.9,2.7,0.333,0.3,0.9,0.375,0.2,1.1,1.3,0.9,0.4,0,0.7,0.6,2.1
Monica Maxwell,Forward,85,35,18.6,1.8,5.1,0.347,1,2.8,0.342,0.8,2.3,0.354,0.8,1,0.802,0.8,2.2,3,1.1,0.8,0.3,1.2,1.6,5.3
Kelly Mazzante,Guard,200,9,14.4,1.6,4.6,0.354,1.1,3.2,0.336,0.5,1.4,0.394,0.3,0.4,0.863,0.4,1.2,1.6,0.9,0.6,0.1,0.6,0.9,4.7
Kayla McBride,Guard,139,136,29.9,5.2,13.1,0.401,1.7,4.8,0.357,3.5,8.3,0.426,3.2,3.5,0.892,0.6,2.9,3.4,2.3,1.1,0.1,1.7,1.2,15.3
Brandi McCain,Guard,31,2,12.6,0.8,2.8,0.291,0.7,1.9,0.362,0.1,0.9,0.143,0.4,0.5,0.75,0.1,0.7,0.8,1.3,0.4,0.1,1.1,0.9,2.7
Tiffany McCain,Guard,73,9,9.7,0.7,2.3,0.31,0.4,1.3,0.28,0.4,1,0.347,0.3,0.4,0.806,0.1,0.6,0.7,0.6,0.2,0.1,0.6,1.1,2.1
Erica McCall,Forward,64,3,11.6,1.3,3.3,0.395,0,0.2,0.182,1.3,3.1,0.407,0.4,0.6,0.683,1,1.5,2.5,0.3,0.3,0.4,0.5,1.4,3.1
Rashanda McCants,Forward,57,9,15,1.8,4.8,0.376,0.5,1.6,0.29,1.3,3.2,0.42,0.7,1.3,0.575,1,1.2,2.1,0.9,0.5,0.3,1,2.2,4.8
Janel McCarville,Forward-Center,286,190,21.3,3.1,6.3,0.491,0.1,0.3,0.278,3,6.1,0.499,1.5,1.9,0.774,1.4,3,4.4,1.9,1,0.7,1.7,2.1,7.7
Suzie McConnell Serio,Guard,78,78,26.9,2.2,5.3,0.42,1.1,2.9,0.382,1.1,2.4,0.468,1.1,1.5,0.754,0.3,1.7,2,4.8,0.9,0.1,2.9,1.4,6.7
Angel McCoughtry,Forward-Guard,285,238,28.9,6.7,15.7,0.425,0.8,2.9,0.286,5.8,12.8,0.456,5,6.3,0.798,1.6,3.5,5.1,3,2.1,0.6,3.2,2.8,19.2
Danielle McCray,Forward,80,33,13.9,1.5,4.4,0.343,0.7,1.9,0.366,0.8,2.5,0.325,0.9,1.1,0.789,0.5,1.5,2,1.1,0.6,0.1,1.1,1.3,4.6
Nikki McCray,Guard,252,204,25.5,3.6,8.7,0.413,0.7,2.4,0.29,2.9,6.3,0.46,2.2,2.9,0.767,0.7,1.2,1.9,1.8,0.9,0.1,2.2,2.1,10.1
Nicky McCrimmon,Guard,125,1,11.9,0.9,2,0.456,0.2,0.6,0.417,0.7,1.4,0.472,0.2,0.3,0.6,0.2,0.5,0.8,1.7,0.7,0.1,0.9,0.8,2.3
Danielle McCulley,Center-Forward,48,5,12.8,1.4,3.9,0.365,0.1,0.5,0.174,1.4,3.5,0.392,1.4,1.7,0.783,1.1,1.1,2.2,0.5,0.4,0.5,1,1.7,4.3
Pamela McGee,Forward-Center,57,45,22.1,3.2,7.1,0.449,0,0.2,0.182,3.2,6.9,0.457,2.1,3.2,0.67,2,2.6,4.6,0.6,0.9,0.7,2.2,3.8,8.6
Imani McGee-Stafford,Center,92,22,14.4,2,4,0.5,0,0,0.333,2,3.9,0.501,0.6,1,0.625,1.5,2.8,4.3,0.5,0.4,0.8,0.8,2.2,4.6
Carla McGhee,Forward,81,0,8.9,0.7,2,0.335,0,0,0,0.7,1.9,0.342,0.6,0.8,0.726,0.7,0.8,1.5,0.4,0.4,0.1,0.7,1.3,1.9
Nadirah McKenith,Guard,38,0,8.1,0.8,2.2,0.366,0.2,0.6,0.318,0.6,1.6,0.383,0.7,0.9,0.75,0.1,0.9,1.1,0.9,0.5,0.1,0.6,0.6,2.5
Shanece McKinney,Center-Forward,24,0,6.8,0.7,1.6,0.421,0,0,,0.7,1.6,0.421,0.5,1,0.5,0.8,0.7,1.4,0.3,0.1,0.2,0.3,0.9,1.8
Taj McWilliams-Franklin,Forward-Center,440,436,30.8,4.5,9.2,0.489,0.2,0.6,0.279,4.4,8.7,0.502,2.2,3,0.737,2.4,4.4,6.8,2,1.3,1,2,2.6,11.4
Emma Meesseman,Forward,159,124,25.2,4.6,8.9,0.517,0.3,0.8,0.391,4.3,8.1,0.529,1.3,1.6,0.843,1.8,3.6,5.4,2.1,1,1,1.4,2.5,10.9
Chasity Melvin,Center-Forward,393,302,26.6,3.6,7.8,0.463,0,0.1,0.286,3.6,7.7,0.466,2.4,3.5,0.678,2.3,3.1,5.4,1.3,0.9,0.6,1.7,3,9.7
Giuliana Mendiola,Guard,6,0,6.5,0.7,1.3,0.5,0.3,0.8,0.4,0.3,0.5,0.667,0,0,,0.3,0.5,0.8,0.5,0,0,0.5,0.3,1.7
Britany Miller,Center,1,0,8,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,1,0,0,1,0
Coco Miller,Guard,352,100,18.1,2.4,5.6,0.423,0.4,1.2,0.336,2,4.5,0.446,0.6,0.8,0.764,0.9,1.2,2.1,1.4,0.7,0.1,1.2,1.8,5.8
Kelly Miller,Guard,364,215,23.2,2.5,6.2,0.406,0.8,2.2,0.382,1.7,4,0.42,1.1,1.4,0.819,0.8,2,2.8,2.6,0.8,0.1,1.6,1.9,7.1
Teana Miller,Center,73,2,10.8,1.4,2.7,0.505,0,0,0,1.4,2.7,0.508,0.8,1.1,0.663,1,1.4,2.4,0.2,0.4,0.7,0.8,2.1,3.5
Tausha Mills,Center,99,1,8.8,1,2.5,0.383,0,0,0,1,2.5,0.385,0.8,1.2,0.647,1.2,1.5,2.6,0.2,0.3,0.1,0.9,2.2,2.7
Jelena Milovanovic,Forward-Center,16,2,11.3,1.6,4,0.391,0.3,1.4,0.217,1.3,2.6,0.488,0.9,1.1,0.882,0.5,1,1.5,0.6,0.3,0.1,1.1,0.9,4.4
DeLisha Milton-Jones,Forward,499,435,28.8,4.2,9.5,0.44,0.6,1.9,0.325,3.5,7.6,0.469,2.2,2.8,0.79,1.5,3.6,5.2,1.8,1.2,0.7,2.4,3.2,11.2
Kelsey Mitchell,Guard,34,17,24.4,4.2,12.1,0.346,2.1,6.1,0.335,2.1,5.9,0.358,2.3,2.9,0.804,0.3,1.5,1.8,2.7,0.7,0.1,1.9,2.4,12.7
Leilani Mitchell,Guard,313,138,20.7,1.9,5,0.389,1.1,2.9,0.389,0.8,2,0.388,0.8,0.9,0.831,0.5,1.5,2,2.8,0.9,0.1,1.3,1.6,5.8
Tiffany Mitchell,Guard,95,37,23.4,2.9,8.1,0.361,0.6,2.3,0.271,2.3,5.9,0.396,2.8,3.1,0.891,0.6,2,2.6,1.7,1,0.2,1.5,2.1,9.2
Endy Miyem,Forward,20,1,5.1,0.6,1.9,0.324,0.1,0.5,0.2,0.5,1.4,0.37,0.1,0.1,1,0.3,0.4,0.6,0.3,0.1,0.1,0.2,0.7,1.4
Liz Moeggenberg,Forward,50,1,9.6,0.7,2.1,0.356,0.1,0.4,0.278,0.6,1.7,0.372,0.3,0.7,0.457,1.1,0.5,1.5,0.5,0.3,0.2,0.5,0.6,1.9
Adriana Moises,Guard,43,4,18,1.8,4.8,0.385,0.6,1.8,0.304,1.3,2.9,0.437,1.4,1.7,0.797,0.5,1.4,1.9,2.3,0.9,0.1,2.3,1.5,5.6
Chanel Mokango,Forward,21,0,3.4,0.1,0.8,0.176,0,0.1,0,0.1,0.7,0.2,0.1,0.2,0.75,0.2,0.4,0.6,0,0.1,0.5,0.2,0.5,0.4
Jacinta Monroe,Forward,21,0,6.6,0.7,1.7,0.429,0,0,0,0.7,1.6,0.441,0.3,0.6,0.5,0.3,0.7,1,0.2,0.2,0.4,0.4,1.1,1.7
Anna Montanana,Forward,16,1,10.6,0.9,2.3,0.389,0.3,0.9,0.333,0.6,1.3,0.429,0.1,0.1,1,0.9,0.7,1.6,1.2,0.6,0,0.8,1.1,2.2
Alex Montgomery,Guard-Forward,216,61,16.3,1.7,4.4,0.374,0.4,1.3,0.341,1.2,3.1,0.388,0.4,0.6,0.765,0.8,2.6,3.4,1.2,0.5,0.2,1,1.7,4.2
Lanay Montgomery,Center,7,0,4,0.4,1,0.429,0,0,,0.4,1,0.429,0,0,,0,0.7,0.7,0,0.1,0.6,0.3,0.7,0.9
Renee Montgomery,Guard,330,139,23.2,3.2,8.3,0.388,1.4,4,0.351,1.8,4.3,0.423,1.9,2.3,0.841,0.3,1.3,1.6,3.2,1,0.1,1.9,1.5,9.7
Jackie Moore,Center,18,2,7.1,0.9,2.1,0.421,0,0.1,0,0.9,2.1,0.432,0.6,0.8,0.714,0.5,1.1,1.6,0.2,0.3,0.1,0.8,0.9,2.3
